cod_departamento, cod_municipio, nombre_departamento, nombre_municipio
41, 41020, Huila, ALGECIRAS
41, 41026, Huila, ALTAMIRA
41, 41078, Huila, BARAYA
41, 41132, Huila, CAMPOALEGRE
41, 41206, Huila, COLOMBIA
41, 41244, Huila, ELÍAS
41, 41298, Huila, GARZÓN
41, 41306, Huila, GIGANTE
41, 41319, Huila, GUADALUPE
41, 41349, Huila, HOBO
41, 41357, Huila, ÍQUIRA
41, 41359, Huila, ISNOS
41, 41378, Huila, LA ARGENTINA (LA PLATA VIEJA)
41, 41396, Huila, LA PLATA
41, 41483, Huila, NÁTAGA
41, 41503, Huila, OPORAPA
41, 41518, Huila, PAICOL
41, 41524, Huila, PALERMO
41, 41530, Huila, PALESTINA
41, 41548, Huila, PITAL
41, 41551, Huila, PITALITO
41, 41615, Huila, RIVERA
41, 41660, Huila, SALADOBLANCO
41, 41668, Huila, SAN AGUSTÍN
41, 41676, Huila, SANTA MARÍA
41, 41770, Huila, SUAZA
41, 41791, Huila, TARQUI
41, 41797, Huila, TESALIA (CARNICERÍAS)
41, 41799, Huila, TELLO
41, 41801, Huila, TERUEL
41, 41807, Huila, TIMANÁ
41, 41872, Huila, VILLAVIEJA
41, 41885, Huila, YAGUARÁ
44, 44001, La Guajira, RIOHACHA
44, 44035, La Guajira, ALBANIA
44, 44078, La Guajira, BARRANCAS
44, 44090, La Guajira, DIBULLA
44, 44098, La Guajira, DISTRACCIÓN
44, 44110, La Guajira, EL MOLINO
44, 44279, La Guajira, FONSECA
44, 44378, La Guajira, HATONUEVO
44, 44420, La Guajira, LA JAGUA DEL PILAR
44, 44430, La Guajira, MAICAO
44, 44560, La Guajira, MANAURE
44, 44650, La Guajira, SAN JUAN DEL CESAR
44, 44847, La Guajira, URIBIA
44, 44855, La Guajira, URUMITA
44, 44874, La Guajira, VILLANUEVA
47, 47001, Magdalena, SANTA MARTA
47, 47030, Magdalena, ALGARROBO
47, 47053, Magdalena, ARACATACA
47, 47058, Magdalena, ARIGUANÍ
47, 47161, Magdalena, CERRO DE SAN ANTONIO
47, 47170, Magdalena, CHIBOLO
47, 47189, Magdalena, CIÉNAGA
47, 47205, Magdalena, CONCORDIA
47, 47245, Magdalena, EL BANCO
47, 47258, Magdalena, EL PIÑÓN
47, 47268, Magdalena, EL RETÉN
47, 47288, Magdalena, FUNDACIÓN
47, 47318, Magdalena, GUAMAL
47, 47460, Magdalena, NUEVA GRANADA
47, 47541, Magdalena, PEDRAZA
47, 47545, Magdalena, PIJIÑO DEL CARMEN
47, 47551, Magdalena, PIVIJAY
47, 47555, Magdalena, PLATO
47, 47570, Magdalena, PUEBLOVIEJO
47, 47605, Magdalena, REMOLINO
47, 47660, Magdalena, SABANAS DE SAN ÁNGEL
47, 47675, Magdalena, SALAMINA
47, 47692, Magdalena, SAN SEBASTIÁN DE BUENAVISTA
47, 47703, Magdalena, SAN ZENÓN
47, 47707, Magdalena, SANTA ANA
47, 47720, Magdalena, SANTA BÁRBARA DE PINTO
47, 47745, Magdalena, SITIONUEVO
47, 47798, Magdalena, TENERIFE
47, 47960, Magdalena, ZAPAYÁN
47, 47980, Magdalena, ZONA BANANERA
50, 50001, Meta, VILLAVICENCIO
50, 50006, Meta, ACACÍAS
50, 50110, Meta, BARRANCA DE UPÍA
50, 50124, Meta, CABUYARO
50, 50150, Meta, CASTILLA LA NUEVA
50, 50223, Meta, CUBARRAL
50, 50226, Meta, CUMARAL
50, 50245, Meta, EL CALVARIO
50, 50251, Meta, EL CASTILLO
50, 50270, Meta, EL DORADO
50, 50287, Meta, FUENTEDEORO
50, 50313, Meta, GRANADA
50, 50318, Meta, GUAMAL
50, 50325, Meta, MAPIRIPÁN
50, 50330, Meta, MESETAS
50, 50350, Meta, LA MACARENA
50, 50370, Meta, URIBE
50, 50400, Meta, LEJANÍAS
50, 50450, Meta, PUERTO CONCORDIA
50, 50568, Meta, PUERTO GAITÁN
50, 50573, Meta, PUERTO LÓPEZ
50, 50577, Meta, PUERTO LLERAS
50, 50590, Meta, PUERTO RICO
50, 50606, Meta, RESTREPO
50, 50680, Meta, SAN CARLOS DE GUAROA
50, 50683, Meta, SAN JUAN DE ARAMA
50, 50686, Meta, SAN JUANITO
50, 50689, Meta, SAN MARTÍN DE LOS LLANOS
50, 50711, Meta, VISTAHERMOSA
52, 52001, Nariño, PASTO
52, 52019, Nariño, ALBÁN (SAN JOSÉ)
52, 52022, Nariño, ALDANA
52, 52036, Nariño, ANCUYÁ
52, 52051, Nariño, ARBOLEDA
52, 52079, Nariño, BARBACOAS
52, 52083, Nariño, BELÉN
52, 52110, Nariño, BUESACO
52, 52203, Nariño, COLÓN (GÉNOVA)
52, 52207, Nariño, CONSACÁ
52, 52210, Nariño, CONTADERO
52, 52215, Nariño, CÓRDOBA
52, 52224, Nariño, CUASPÚD
52, 52227, Nariño, CUMBAL
52, 52233, Nariño, CUMBITARA
52, 52240, Nariño, CHACHAGÜÍ
52, 52250, Nariño, EL CHARCO
52, 52254, Nariño, EL PEÑOL
52, 52256, Nariño, EL ROSARIO
52, 52258, Nariño, EL TABLÓN DE GÓMEZ
52, 52260, Nariño, EL TAMBO
52, 52287, Nariño, FUNES
52, 52317, Nariño, GUACHUCAL
52, 52320, Nariño, GUAITARILLA
52, 52323, Nariño, GUALMATÁN
52, 52352, Nariño, ILES
52, 52354, Nariño, IMUÉS
52, 52356, Nariño, IPIALES
52, 52378, Nariño, LA CRUZ
52, 52381, Nariño, LA FLORIDA
52, 52385, Nariño, LA LLANADA
52, 52390, Nariño, LA TOLA
52, 52399, Nariño, LA UNIÓN
52, 52405, Nariño, LEIVA
52, 52411, Nariño, LINARES
52, 52418, Nariño, LOS ANDES (SOTOMAYOR)
52, 52427, Nariño, MAGÜÍ (PAYÁN)
52, 52435, Nariño, MALLAMA (PIEDRANCHA)
52, 52473, Nariño, MOSQUERA
52, 52480, Nariño, NARIÑO
52, 52490, Nariño, OLAYA HERRERA
52, 52506, Nariño, OSPINA
52, 52520, Nariño, FRANCISCO PIZARRO
52, 52540, Nariño, POLICARPA
52, 52560, Nariño, POTOSÍ
52, 52565, Nariño, PROVIDENCIA
52, 52573, Nariño, PUERRES
52, 52585, Nariño, PUPIALES
52, 52612, Nariño, RICAURTE
52, 52621, Nariño, ROBERTO PAYÁN (SAN JOSÉ)
52, 52678, Nariño, SAMANIEGO
52, 52683, Nariño, SANDONÁ
52, 52685, Nariño, SAN BERNARDO
52, 52687, Nariño, SAN LORENZO
52, 52693, Nariño, SAN PABLO
52, 52694, Nariño, SAN PEDRO DE CARTAGO
52, 52696, Nariño, SANTA BÁRBARA
52, 52699, Nariño, SANTACRUZ
52, 52720, Nariño, SAPUYES
52, 52786, Nariño, TAMINANGO
52, 52788, Nariño, TANGUA
52, 52835, Nariño, SAN ANDRÉS DE TUMACO
52, 52838, Nariño, TÚQUERRES
52, 52885, Nariño, YACUANQUER
54, 54001, Norte de Santander, CÚCUTA
54, 54003, Norte de Santander, ÁBREGO
54, 54051, Norte de Santander, ARBOLEDAS
54, 54099, Norte de Santander, BOCHALEMA
54, 54109, Norte de Santander, BUCARASICA
54, 54125, Norte de Santander, CÁCOTA DE VELASCO
54, 54128, Norte de Santander, CÁCHIRA
54, 54172, Norte de Santander, CHINÁCOTA
54, 54174, Norte de Santander, CHITAGÁ
54, 54206, Norte de Santander, CONVENCIÓN
54, 54223, Norte de Santander, CUCUTILLA
54, 54239, Norte de Santander, DURANIA
54, 54245, Norte de Santander, EL CARMEN
54, 54250, Norte de Santander, EL TARRA
54, 54261, Norte de Santander, EL ZULIA
54, 54313, Norte de Santander, GRAMALOTE
54, 54344, Norte de Santander, HACARÍ
54, 54347, Norte de Santander, HERRÁN
54, 54377, Norte de Santander, LABATECA
54, 54385, Norte de Santander, LA ESPERANZA
54, 54398, Norte de Santander, LA PLAYA DE BELÉN
54, 54405, Norte de Santander, LOS PATIOS
54, 54418, Norte de Santander, LOURDES
54, 54480, Norte de Santander, MUTISCUA
54, 54498, Norte de Santander, OCAÑA
54, 54518, Norte de Santander, PAMPLONA
54, 54520, Norte de Santander, PAMPLONITA
54, 54553, Norte de Santander, PUERTO SANTANDER
54, 54599, Norte de Santander, RAGONVALIA
54, 54660, Norte de Santander, SALAZAR DE LAS PALMAS
54, 54670, Norte de Santander, SAN CALIXTO
54, 54673, Norte de Santander, SAN CAYETANO
54, 54680, Norte de Santander, SANTIAGO
54, 54720, Norte de Santander, SARDINATA
54, 54743, Norte de Santander, SANTO DOMINGO DE SILOS
54, 54800, Norte de Santander, TEORAMA
54, 54810, Norte de Santander, TIBÚ
54, 54820, Norte de Santander, TOLEDO
54, 54871, Norte de Santander, VILLA CARO
54, 54874, Norte de Santander, VILLA DEL ROSARIO
86, 86001, Putumayo, MOCOA
86, 86219, Putumayo, COLÓN
86, 86320, Putumayo, ORITO
86, 86568, Putumayo, PUERTO ASÍS
86, 86569, Putumayo, PUERTO CAICEDO
86, 86571, Putumayo, PUERTO GUZMÁN
86, 86573, Putumayo, PUERTO LEGUÍZAMO
86, 86749, Putumayo, SIBUNDOY
86, 86755, Putumayo, SAN FRANCISCO
86, 86757, Putumayo, SAN MIGUEL
86, 86760, Putumayo, SANTIAGO
86, 86865, Putumayo, VALLE DEL GUAMUEZ
86, 86885, Putumayo, VILLAGARZÓN
63, 63001, Quindío, ARMENIA
63, 63111, Quindío, BUENAVISTA
63, 63130, Quindío, CALARCÁ
63, 63190, Quindío, CIRCASIA
63, 63212, Quindío, CÓRDOBA
63, 63272, Quindío, FILANDIA
63, 63302, Quindío, GÉNOVA
63, 63401, Quindío, LA TEBAIDA
63, 63470, Quindío, MONTENEGRO
63, 63548, Quindío, PIJAO
63, 63594, Quindío, QUIMBAYA
63, 63690, Quindío, SALENTO
66, 66001, Risaralda, PEREIRA
66, 66045, Risaralda, APÍA
66, 66075, Risaralda, BALBOA
66, 66088, Risaralda, BELÉN DE UMBRÍA
66, 66170, Risaralda, DOSQUEBRADAS
66, 66318, Risaralda, GUÁTICA
66, 66383, Risaralda, LA CELIA
66, 66400, Risaralda, LA VIRGINIA
66, 66440, Risaralda, MARSELLA
66, 66456, Risaralda, MISTRATÓ
66, 66572, Risaralda, PUEBLO RICO
66, 66594, Risaralda, QUINCHÍA
66, 66682, Risaralda, SANTA ROSA DE CABAL
66, 66687, Risaralda, SANTUARIO
68, 68001, Santander, BUCARAMANGA
68, 68013, Santander, AGUADA
68, 68020, Santander, ALBANIA
68, 68051, Santander, ARATOCA
68, 68077, Santander, BARBOSA
68, 68079, Santander, BARICHARA
68, 68081, Santander, BARRANCABERMEJA
68, 68092, Santander, BETULIA
68, 68101, Santander, BOLÍVAR
68, 68121, Santander, CABRERA
68, 68132, Santander, CALIFORNIA
68, 68147, Santander, CAPITANEJO
68, 68152, Santander, CARCASÍ
68, 68160, Santander, CEPITÁ
68, 68162, Santander, CERRITO
68, 68167, Santander, CHARALÁ
68, 68169, Santander, CHARTA
68, 68176, Santander, CHIMA
68, 68179, Santander, CHIPATÁ
68, 68190, Santander, CIMITARRA
68, 68207, Santander, CONCEPCIÓN
68, 68209, Santander, CONFINES
68, 68211, Santander, CONTRATACIÓN
68, 68217, Santander, COROMORO
68, 68229, Santander, CURITÍ
68, 68235, Santander, EL CARMEN DE CHUCURÍ
68, 68245, Santander, EL GUACAMAYO
68, 68250, Santander, EL PEÑÓN
68, 68255, Santander, EL PLAYÓN
68, 68264, Santander, ENCINO
68, 68266, Santander, ENCISO
68, 68271, Santander, FLORIÁN
68, 68276, Santander, FLORIDABLANCA
68, 68296, Santander, GALÁN
68, 68298, Santander, GÁMBITA
68, 68307, Santander, GIRÓN
68, 68318, Santander, GUACA
68, 68320, Santander, GUADALUPE
68, 68322, Santander, GUAPOTÁ
68, 68324, Santander, GUAVATÁ
68, 68327, Santander, GÜEPSA
68, 68344, Santander, HATO
68, 68368, Santander, JESÚS MARÍA
68, 68370, Santander, JORDÁN
68, 68377, Santander, LA BELLEZA
68, 68385, Santander, LANDÁZURI
68, 68397, Santander, LA PAZ
68, 68406, Santander, LEBRIJA
68, 68418, Santander, LOS SANTOS
68, 68425, Santander, MACARAVITA
68, 68432, Santander, MÁLAGA
68, 68444, Santander, MATANZA
68, 68464, Santander, MOGOTES
68, 68468, Santander, MOLAGAVITA
68, 68498, Santander, OCAMONTE
68, 68500, Santander, OIBA
68, 68502, Santander, ONZAGA
68, 68522, Santander, PALMAR
68, 68524, Santander, PALMAS DEL SOCORRO
68, 68533, Santander, PÁRAMO
68, 68547, Santander, PIEDECUESTA
68, 68549, Santander, PINCHOTE
68, 68572, Santander, PUENTE NACIONAL
68, 68573, Santander, PUERTO PARRA
68, 68575, Santander, PUERTO WILCHES
68, 68615, Santander, RIONEGRO
68, 68655, Santander, SABANA DE TORRES
68, 68669, Santander, SAN ANDRÉS
68, 68673, Santander, SAN BENITO
68, 68679, Santander, SAN GIL
68, 68682, Santander, SAN JOAQUÍN
68, 68684, Santander, SAN JOSÉ DE MIRANDA
68, 68686, Santander, SAN MIGUEL
68, 68689, Santander, SAN VICENTE DE CHUCURÍ
68, 68705, Santander, SANTA BÁRBARA
68, 68720, Santander, SANTA HELENA DEL OPÓN
68, 68745, Santander, SIMACOTA
68, 68755, Santander, SOCORRO
68, 68770, Santander, SUAITA
68, 68773, Santander, SUCRE
68, 68780, Santander, SURATÁ
68, 68820, Santander, TONA
68, 68855, Santander, VALLE DE SAN JOSÉ
68, 68861, Santander, VÉLEZ
68, 68867, Santander, VETAS
68, 68872, Santander, VILLANUEVA
68, 68895, Santander, ZAPATOCA
70, 70001, Sucre, SINCELEJO
70, 70110, Sucre, BUENAVISTA
70, 70124, Sucre, CAIMITO
70, 70204, Sucre, COLOSÓ
70, 70215, Sucre, COROZAL
70, 70221, Sucre, COVEÑAS
70, 70230, Sucre, CHALÁN
70, 70233, Sucre, EL ROBLE
70, 70235, Sucre, GALERAS
70, 70265, Sucre, GUARANDA
70, 70400, Sucre, LA UNIÓN
70, 70418, Sucre, LOS PALMITOS
70, 70429, Sucre, MAJAGUAL
70, 70473, Sucre, MORROA
70, 70508, Sucre, OVEJAS
70, 70523, Sucre, PALMITO
70, 70670, Sucre, SAMPUÉS
70, 70678, Sucre, SAN BENITO ABAD
70, 70702, Sucre, SAN JUAN DE BETULIA
70, 70708, Sucre, SAN MARCOS
70, 70713, Sucre, SAN ONOFRE
70, 70717, Sucre, SAN PEDRO
70, 70742, Sucre, SAN LUIS DE SINCÉ
70, 70771, Sucre, SUCRE
70, 70820, Sucre, SANTIAGO DE TOLÚ
70, 70823, Sucre, TOLÚ VIEJO
73, 73001, Tolima, IBAGUÉ
73, 73024, Tolima, ALPUJARRA
73, 73026, Tolima, ALVARADO
73, 73030, Tolima, AMBALEMA
73, 73043, Tolima, ANZOÁTEGUI
73, 73055, Tolima, ARMERO (GUAYABAL)
73, 73067, Tolima, ATACO
73, 73124, Tolima, CAJAMARCA
73, 73148, Tolima, CARMEN DE APICALÁ
73, 73152, Tolima, CASABIANCA
73, 73168, Tolima, CHAPARRAL
73, 73200, Tolima, COELLO
73, 73217, Tolima, COYAIMA
73, 73226, Tolima, CUNDAY
73, 73236, Tolima, DOLORES
73, 73268, Tolima, ESPINAL
73, 73270, Tolima, FALAN
73, 73275, Tolima, FLANDES
73, 73283, Tolima, FRESNO
73, 73319, Tolima, GUAMO
73, 73347, Tolima, HERVEO
73, 73349, Tolima, HONDA
73, 73352, Tolima, ICONONZO
73, 73408, Tolima, LÉRIDA
73, 73411, Tolima, LÍBANO
73, 73443, Tolima, SAN SEBASTIÁN DE MARIQUITA
73, 73449, Tolima, MELGAR
73, 73461, Tolima, MURILLO
73, 73483, Tolima, NATAGAIMA
73, 73504, Tolima, ORTEGA
73, 73520, Tolima, PALOCABILDO
73, 73547, Tolima, PIEDRAS
73, 73555, Tolima, PLANADAS
73, 73563, Tolima, PRADO
73, 73585, Tolima, PURIFICACIÓN
73, 73616, Tolima, RIOBLANCO
73, 73622, Tolima, RONCESVALLES
73, 73624, Tolima, ROVIRA
73, 73671, Tolima, SALDAÑA
73, 73675, Tolima, SAN ANTONIO
73, 73678, Tolima, SAN LUIS
73, 73686, Tolima, SANTA ISABEL
73, 73770, Tolima, SUÁREZ
73, 73854, Tolima, VALLE DE SAN JUAN
73, 73861, Tolima, VENADILLO
73, 73870, Tolima, VILLAHERMOSA
73, 73873, Tolima, VILLARRICA
76, 76001, Valle del Cauca, CALI
76, 76020, Valle del Cauca, ALCALÁ
76, 76036, Valle del Cauca, ANDALUCÍA
76, 76041, Valle del Cauca, ANSERMANUEVO
76, 76054, Valle del Cauca, ARGELIA
76, 76100, Valle del Cauca, BOLÍVAR
76, 76109, Valle del Cauca, BUENAVENTURA
76, 76111, Valle del Cauca, GUADALAJARA DE BUGA
76, 76113, Valle del Cauca, BUGALAGRANDE
76, 76122, Valle del Cauca, CAICEDONIA
76, 76126, Valle del Cauca, CALIMA (DARIEN)
76, 76130, Valle del Cauca, CANDELARIA
76, 76147, Valle del Cauca, CARTAGO
76, 76233, Valle del Cauca, DAGUA
76, 76243, Valle del Cauca, EL ÁGUILA
76, 76246, Valle del Cauca, EL CAIRO
76, 76248, Valle del Cauca, EL CERRITO
76, 76250, Valle del Cauca, EL DOVIO
76, 76275, Valle del Cauca, FLORIDA
76, 76306, Valle del Cauca, GINEBRA
76, 76318, Valle del Cauca, GUACARÍ
76, 76364, Valle del Cauca, JAMUNDÍ
76, 76377, Valle del Cauca, LA CUMBRE
76, 76400, Valle del Cauca, LA UNIÓN
76, 76403, Valle del Cauca, LA VICTORIA
76, 76497, Valle del Cauca, OBANDO
76, 76520, Valle del Cauca, PALMIRA
76, 76616, Valle del Cauca, RIOFRÍO
76, 76622, Valle del Cauca, ROLDANILLO
76, 76670, Valle del Cauca, SAN PEDRO
76, 76736, Valle del Cauca, SEVILLA
76, 76823, Valle del Cauca, TORO
76, 76828, Valle del Cauca, TRUJILLO
76, 76834, Valle del Cauca, TULUÁ
76, 76845, Valle del Cauca, ULLOA
76, 76863, Valle del Cauca, VERSALLES
76, 76869, Valle del Cauca, VIJES
76, 76890, Valle del Cauca, YOTOCO
76, 76892, Valle del Cauca, YUMBO
76, 76895, Valle del Cauca, ZARZAL
97, 97001, Vaupés, MITÚ
97, 97161, Vaupés, CARURÚ
97, 97511, Vaupés, PACOA
97, 97666, Vaupés, TARAIRA
97, 97777, Vaupés, PAPUNAHUA
97, 97889, Vaupés, YAVARATÉ
99, 99001, Vichada, PUERTO CARREÑO
99, 99524, Vichada, LA PRIMAVERA
99, 99624, Vichada, SANTA ROSALÍA
99, 99773, Vichada, CUMARIBO
